text{ key = "copyright_menu.made_by_fans.line1", value = "Ce jeu est réalisé par des fans," }
text{ key = "copyright_menu.made_by_fans.line2", value = "est non commercial" }
text{ key = "copyright_menu.made_by_fans.line3", value = "et n'a aucun lien avec Nintendo." }
text{ key = "copyright_menu.solarus_license.line1", value = "Solarus est un logiciel libre" }
text{ key = "copyright_menu.solarus_license.line2", value = "sous licence GPL v3." }
text{ key = "copyright_menu.tloz_trademark.line1", value = "The Legend of Zelda est" }
text{ key = "copyright_menu.tloz_trademark.line2", value = "une marque déposée de Nintendo." }
text{ key = "dungeon_0.name", value = "Défi de Zeldo" }
text{ key = "dungeon_300.name", value = "Tour des Souvenirs" }
text{ key = "menu_title.bags", value = "TRESORS" }
text{ key = "menu_title.inventory", value = "INVENTAIRE" }
text{ key = "menu_title.map", value = "CARTE" }
text{ key = "menu_title.options", value = "OPTIONS" }
text{ key = "menu_title.songs", value = "CHANTS" }
text{ key = "options_menu.back", value = "RETOUR" }
text{ key = "options_menu.cheats_unlocked", value = "Félicitations ! Tu as débloqué les Cheats du jeu !$Ils s'activent via le clavier en pleine partie:$- P te rendra tous tes coeurs.$- I te rendra toute ta magie.$- O te remplira ta bourse de rubis.$- Enfin, la touche R te permettra de te$déplacer à toute vitesse.$Note: Si tu viens de débloquer les cheats,$tu devras redémarrer le jeu pour les utiliser." }
text{ key = "options_menu.language", value = "LANGUE" }
text{ key = "options_menu.last_option", value = "CHEATS" }
text{ key = "options_menu.last_option_hidden", value = "??????" }
text{ key = "options_menu.link_voice", value = "VOIX DE LINK" }
text{ key = "options_menu.link_voice_no", value = "sans" }
text{ key = "options_menu.link_voice_yes", value = "avec" }
text{ key = "options_menu.music_volume", value = "MUSIQUE" }
text{ key = "options_menu.need_achievements", value = "Tu dois avoir remporté tous$les Succès pour dévoiler$cette option..." }
text{ key = "options_menu.sound_volume", value = "SON" }
text{ key = "options_menu.title", value = "OPTIONS" }
text{ key = "options_menu.video_filter", value = "FILTRE VIDEO" }
text{ key = "options_menu.video_filter_nil", value = "sans" }
text{ key = "pause.commands.action", value = "Action" }
text{ key = "pause.commands.action_to_configure", value = "Appuie sur Action pour changer cette commande" }
text{ key = "pause.commands.commands", value = "Commandes" }
text{ key = "pause.commands.down", value = "Bas" }
text{ key = "pause.commands.fullscreen", value = "Plein écran" }
text{ key = "pause.commands.item_1", value = "Objet gauche" }
text{ key = "pause.commands.item_2", value = "Objet droit" }
text{ key = "pause.commands.joypad", value = "Joypad" }
text{ key = "pause.commands.keyboard", value = "Clavier" }
text{ key = "pause.commands.left", value = "Gauche" }
text{ key = "pause.commands.look", value = "Regarder autour" }
text{ key = "pause.commands.map", value = "Carte" }
text{ key = "pause.commands.pause", value = "Pause" }
text{ key = "pause.commands.press_new_key", value = "Appuie sur la nouvelle touche" }
text{ key = "pause.commands.right", value = "Droite" }
text{ key = "pause.commands.save", value = "Sauvegarder" }
text{ key = "pause.commands.sword", value = "Attaque" }
text{ key = "pause.commands.title", value = "COMMANDES" }
text{ key = "pause.commands.up", value = "Haut" }
text{ key = "records_menu.100_percent_rank", value = "COMPLETIONNISTE" }
text{ key = "records_menu.back", value = "RETOUR" }
text{ key = "records_menu.best_time", value = "MON PB :" }
text{ key = "records_menu.rank_100_percent", value = "Finir le jeu à 100 pourcents." }
text{ key = "records_menu.rank_speed", value = "Finir le jeu en moins d'une heure." }
text{ key = "records_menu.rank_ultimate", value = "Finir le jeu en Mode Héroïque,$sans mourir, avec 11 coeurs au maximum,$sans prendre de flacons$et sans upgrades de Force et Défense." }
text{ key = "records_menu.speed_rank", value = "SPEEDRUNNER" }
text{ key = "records_menu.title", value = "SUCCES" }
text{ key = "records_menu.ultimate_rank", value = "HARDCORE GAMER" }
text{ key = "savegames_menu.cancel", value = "ANNULER" }
text{ key = "savegames_menu.delete", value = "EFFACER" }
text{ key = "savegames_menu.delete_question", value = "ETES-VOUS SUR ?" }
text{ key = "savegames_menu.heroic_mode_question", value = "MODE HEROIQUE ?" }
text{ key = "savegames_menu.load", value = "CHARGER" }
text{ key = "savegames_menu.no", value = "NON" }
text{ key = "savegames_menu.options", value = "OPTIONS" }
text{ key = "savegames_menu.records", value = "SUCCES" }
text{ key = "savegames_menu.title", value = "SELECTION FICHIER" }
text{ key = "savegames_menu.yes", value = "OUI" }
text{ key = "stats_menu.death_count", value = "Game over: $v" }
text{ key = "stats_menu.force_gems", value = "Lunes de Puissance:" }
text{ key = "stats_menu.game_time", value = "Temps de jeu :" }
text{ key = "stats_menu.items", value = "Objets :" }
text{ key = "stats_menu.items_dungeons", value = "Objets des donjons  :" }
text{ key = "stats_menu.items_equipment", value = "Objets d'équipement :" }
text{ key = "stats_menu.items_inventory", value = "Objets d'inventaire :" }
text{ key = "stats_menu.items_main_quest", value = "Objets de quete :" }
text{ key = "stats_menu.percent", value = "Tu as fini ce jeu a $v pourcents !" }
text{ key = "stats_menu.pieces_of_heart", value = "Quarts de coeur :" }
text{ key = "stats_menu.side_quests", value = "Quetes annexes :" }
text{ key = "stats_menu.title", value = "STATISTIQUES" }
