text{ key = "copyright_menu.made_by_fans.line1", value = "This game was created by fans," }
text{ key = "copyright_menu.made_by_fans.line2", value = "is non commercial and" }
text{ key = "copyright_menu.made_by_fans.line3", value = "is not related to Nintendo." }
text{ key = "copyright_menu.solarus_license.line1", value = "Solarus is Free Software" }
text{ key = "copyright_menu.solarus_license.line2", value = "licensed under GPL v3." }
text{ key = "copyright_menu.tloz_trademark.line1", value = "The Legend of Zelda is" }
text{ key = "copyright_menu.tloz_trademark.line2", value = "a trademark from Nintendo." }
text{ key = "dungeon_0.name", value = "Zeldo's Challenge" }
text{ key = "dungeon_300.name", value = "Memories Tower" }
text{ key = "menu_title.bags", value = "TREASURES" }
text{ key = "menu_title.inventory", value = "INVENTORY" }
text{ key = "menu_title.map", value = "MAP" }
text{ key = "menu_title.options", value = "OPTIONS" }
text{ key = "menu_title.songs", value = "SONGS" }
text{ key = "options_menu.back", value = "BACK" }
text{ key = "options_menu.cheats_unlocked", value = "Congratulations ! You unlocked the Cheats !$During the game, press the following keys:$- P to restore your hearts.$- I to fill your magic bar.$- O to fill your wallet of money.$- R to move at full speed.$Note: If you have unclocked the Cheats now,$you need to restart the game to use them." }
text{ key = "options_menu.language", value = "LANGUAGE" }
text{ key = "options_menu.last_option", value = "CHEATS" }
text{ key = "options_menu.last_option_hidden", value = "??????" }
text{ key = "options_menu.link_voice", value = "LINK VOICE" }
text{ key = "options_menu.link_voice_no", value = "no" }
text{ key = "options_menu.link_voice_yes", value = "yes" }
text{ key = "options_menu.music_volume", value = "MUSIC" }
text{ key = "options_menu.need_achievements", value = "You must earn all the$achievements to unlock$this option..." }
text{ key = "options_menu.sound_volume", value = "SOUND" }
text{ key = "options_menu.title", value = "OPTIONS" }
text{ key = "options_menu.video_filter", value = "VIDEO FILTER" }
text{ key = "options_menu.video_filter_nil", value = "no" }
text{ key = "pause.commands.action", value = "Action" }
text{ key = "pause.commands.action_to_configure", value = "Press the Action key to modify this command" }
text{ key = "pause.commands.commands", value = "Commands" }
text{ key = "pause.commands.down", value = "Down" }
text{ key = "pause.commands.fullscreen", value = "Fullscreen" }
text{ key = "pause.commands.item_1", value = "Left object" }
text{ key = "pause.commands.item_2", value = "Right object" }
text{ key = "pause.commands.joypad", value = "Joypad" }
text{ key = "pause.commands.keyboard", value = "Keyboard" }
text{ key = "pause.commands.left", value = "Left" }
text{ key = "pause.commands.look", value = "Look around" }
text{ key = "pause.commands.map", value = "Map" }
text{ key = "pause.commands.pause", value = "Pause" }
text{ key = "pause.commands.press_new_key", value = "Press the new key to use" }
text{ key = "pause.commands.right", value = "Right" }
text{ key = "pause.commands.save", value = "Save" }
text{ key = "pause.commands.sword", value = "Attack" }
text{ key = "pause.commands.title", value = "COMMANDS" }
text{ key = "pause.commands.up", value = "Up" }
text{ key = "records_menu.100_percent_rank", value = "COMPLETIONIST" }
text{ key = "records_menu.back", value = "BACK" }
text{ key = "records_menu.best_time", value = "MY PB :" }
text{ key = "records_menu.rank_100_percent", value = "Finish the game at 100 percents." }
text{ key = "records_menu.rank_speed", value = "Finish the game in less than an hour." }
text{ key = "records_menu.rank_ultimate", value = "Finish the game in Heroic Mode,$without dying, with 11 hearts maximum,$without bottles and without$Power and Defense upgrades." }
text{ key = "records_menu.speed_rank", value = "SPEEDRUNNER" }
text{ key = "records_menu.title", value = "ACHIEVEMENTS" }
text{ key = "records_menu.ultimate_rank", value = "HARDCORE GAMER" }
text{ key = "savegames_menu.cancel", value = "CANCEL" }
text{ key = "savegames_menu.delete", value = "DELETE" }
text{ key = "savegames_menu.delete_question", value = "ARE YOU SURE ?" }
text{ key = "savegames_menu.heroic_mode_question", value = "HEROIC MODE ?" }
text{ key = "savegames_menu.load", value = "LOAD" }
text{ key = "savegames_menu.no", value = "NO" }
text{ key = "savegames_menu.options", value = "OPTIONS" }
text{ key = "savegames_menu.records", value = "ACHIEVEMENTS" }
text{ key = "savegames_menu.title", value = "FILE SELECTION" }
text{ key = "savegames_menu.yes", value = "YES" }
text{ key = "stats_menu.death_count", value = "Game over: $v" }
text{ key = "stats_menu.force_gems", value = "Power Moons :" }
text{ key = "stats_menu.game_time", value = "Playing Time :" }
text{ key = "stats_menu.items", value = "Items :" }
text{ key = "stats_menu.items_dungeons", value = "Dungeons items :" }
text{ key = "stats_menu.items_equipment", value = "Equipment items :" }
text{ key = "stats_menu.items_inventory", value = "Inventory items :" }
text{ key = "stats_menu.items_main_quest", value = "Quest items :" }
text{ key = "stats_menu.percent", value = "You completed $v percents of this game !" }
text{ key = "stats_menu.pieces_of_heart", value = "Pieces of heart :" }
text{ key = "stats_menu.side_quests", value = "Side quests :" }
text{ key = "stats_menu.title", value = "STATISTICS" }
